id,name,types,abilities,sprite_url,hp,attack,defense,special-attack,special-defense,speed,special_category,has_mega,mega_name,mega_sprite_url,mega_types,mega_abilities,mega_hp,mega_attack,mega_defense,mega_special-attack,mega_special-defense,mega_speed,has_mega_2,mega_2_name,mega_2_sprite_url,mega_2_types,mega_2_abilities,mega_2_hp,mega_2_attack,mega_2_defense,mega_2_special-attack,mega_2_special-defense,mega_2_speed
269,dustox,"bug,poison","shield-dust,compound-eyes",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png,60,50,70,50,90,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
270,lotad,"water,grass","swift-swim,rain-dish,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,40,30,30,40,50,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
271,lombre,"water,grass","swift-swim,rain-dish,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,60,50,50,60,70,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
272,ludicolo,"water,grass","swift-swim,rain-dish,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,80,70,70,90,100,70,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
273,seedot,grass,"chlorophyll,early-bird,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png,40,40,50,30,30,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
274,nuzleaf,"grass,dark","chlorophyll,early-bird,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png,70,70,40,60,40,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
275,shiftry,"grass,dark","chlorophyll,wind-rider,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png,90,100,60,90,60,80,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
276,taillow,"normal,flying","guts,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png,40,55,30,30,30,85,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
277,swellow,"normal,flying","guts,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png,60,85,60,75,50,125,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
278,wingull,"water,flying","keen-eye,hydration,rain-dish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,40,30,30,55,30,85,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
279,pelipper,"water,flying","keen-eye,drizzle,rain-dish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,60,50,100,95,70,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
280,ralts,"psychic,fairy","synchronize,trace,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,28,25,25,45,35,40,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
281,kirlia,"psychic,fairy","synchronize,trace,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,38,35,35,65,55,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
282,gardevoir,"psychic,fairy","synchronize,trace,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,68,65,65,125,115,80,,TRUE,gardevoir-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10051.png,"psychic,fairy",pixilate,68,85,65,165,135,100,FALSE,,,,,,,,,,
283,surskit,"bug,water","swift-swim,rain-dish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,40,30,32,50,52,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
284,masquerain,"bug,flying","intimidate,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,70,60,62,100,82,80,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
285,shroomish,grass,"effect-spore,poison-heal,quick-feet",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,60,40,60,40,60,35,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
286,breloom,"grass,fighting","effect-spore,poison-heal,technician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,60,130,80,60,60,70,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
287,slakoth,normal,truant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,60,60,60,35,35,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
288,vigoroth,normal,vital-spirit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,80,80,80,55,55,90,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
289,slaking,normal,truant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,150,160,100,95,65,100,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
290,nincada,"bug,ground","compound-eyes,run-away",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,31,45,90,30,30,40,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
291,ninjask,"bug,flying","speed-boost,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,61,90,45,50,50,160,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
292,shedinja,"bug,ghost",wonder-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,1,90,45,30,30,40,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
293,whismur,normal,"soundproof,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,64,51,23,51,23,28,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
294,loudred,normal,"soundproof,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png,84,71,43,71,43,48,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
295,exploud,normal,"soundproof,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png,104,91,63,91,73,68,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
296,makuhita,fighting,"thick-fat,guts,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png,72,60,30,20,30,25,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
297,hariyama,fighting,"thick-fat,guts,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png,144,120,60,40,60,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
298,azurill,"normal,fairy","thick-fat,huge-power,sap-sipper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png,50,20,40,20,40,20,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
299,nosepass,rock,"sturdy,magnet-pull,sand-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png,30,45,135,45,90,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
300,skitty,normal,"cute-charm,normalize,wonder-skin",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png,50,45,45,35,35,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
301,delcatty,normal,"cute-charm,normalize,wonder-skin",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png,70,65,65,55,55,90,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
302,sableye,"dark,ghost","keen-eye,stall,prankster",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png,50,75,75,65,65,50,,TRUE,sableye-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10066.png,"dark,ghost",magic-bounce,50,85,125,85,115,20,FALSE,,,,,,,,,,
303,mawile,"steel,fairy","hyper-cutter,intimidate,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png,50,85,85,55,55,50,,TRUE,mawile-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10052.png,"steel,fairy",huge-power,50,105,125,55,95,50,FALSE,,,,,,,,,,
304,aron,"steel,rock","sturdy,rock-head,heavy-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png,50,70,100,40,40,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
305,lairon,"steel,rock","sturdy,rock-head,heavy-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png,60,90,140,50,50,40,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
306,aggron,"steel,rock","sturdy,rock-head,heavy-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png,70,110,180,60,60,50,,TRUE,aggron-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10053.png,steel,filter,70,140,230,60,80,50,FALSE,,,,,,,,,,
307,meditite,"fighting,psychic","pure-power,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png,30,40,55,40,55,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
308,medicham,"fighting,psychic","pure-power,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png,60,60,75,60,75,80,,TRUE,medicham-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10054.png,"fighting,psychic",pure-power,60,100,85,80,85,100,FALSE,,,,,,,,,,
309,electrike,electric,"static,lightning-rod,minus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png,40,45,40,65,40,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
310,manectric,electric,"static,lightning-rod,minus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png,70,75,60,105,60,105,,TRUE,manectric-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10055.png,electric,intimidate,70,75,80,135,80,135,FALSE,,,,,,,,,,
311,plusle,electric,"plus,lightning-rod",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png,60,50,40,85,75,95,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
312,minun,electric,"minus,volt-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png,60,40,50,75,85,95,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
313,volbeat,bug,"illuminate,swarm,prankster",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png,65,73,75,47,85,85,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
314,illumise,bug,"oblivious,tinted-lens,prankster",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png,65,47,75,73,85,85,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
315,roselia,"grass,poison","natural-cure,poison-point,leaf-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png,50,60,45,100,80,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
316,gulpin,poison,"liquid-ooze,sticky-hold,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png,70,43,53,43,53,40,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
317,swalot,poison,"liquid-ooze,sticky-hold,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png,100,73,83,73,83,55,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
318,carvanha,"water,dark","rough-skin,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,45,90,20,65,20,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
319,sharpedo,"water,dark","rough-skin,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,70,120,40,95,40,95,,TRUE,sharpedo-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10070.png,"water,dark",strong-jaw,70,140,70,110,65,105,FALSE,,,,,,,,,,
320,wailmer,water,"water-veil,oblivious,pressure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png,130,70,35,70,35,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
321,wailord,water,"water-veil,oblivious,pressure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png,170,90,45,90,45,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
322,numel,"fire,ground","oblivious,simple,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png,60,60,40,65,45,35,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
323,camerupt,"fire,ground","magma-armor,solid-rock,anger-point",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png,70,100,70,105,75,40,,TRUE,camerupt-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10087.png,"fire,ground",sheer-force,70,120,100,145,105,20,FALSE,,,,,,,,,,
324,torkoal,fire,"white-smoke,drought,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png,70,85,140,85,70,20,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
325,spoink,psychic,"thick-fat,own-tempo,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png,60,25,35,70,80,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
326,grumpig,psychic,"thick-fat,own-tempo,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png,80,45,65,90,110,80,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
327,spinda,normal,"own-tempo,tangled-feet,contrary",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png,60,60,60,60,60,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
328,trapinch,ground,"hyper-cutter,arena-trap,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png,45,100,45,45,45,10,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
329,vibrava,"ground,dragon",levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png,50,70,50,50,50,70,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
330,flygon,"ground,dragon",levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png,80,100,80,80,80,100,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
331,cacnea,grass,"sand-veil,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png,50,85,40,85,40,35,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
332,cacturne,"grass,dark","sand-veil,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png,70,115,60,115,60,55,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
333,swablu,"normal,flying","natural-cure,cloud-nine",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png,45,40,60,40,75,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
334,altaria,"dragon,flying","natural-cure,cloud-nine",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png,75,70,90,70,105,80,,TRUE,altaria-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10067.png,"dragon,fairy",pixilate,75,110,110,110,105,80,FALSE,,,,,,,,,,
335,zangoose,normal,"immunity,toxic-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png,73,115,60,60,60,90,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
336,seviper,poison,"shed-skin,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png,73,100,60,100,60,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
337,lunatone,"rock,psychic",levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png,90,55,65,95,85,70,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
338,solrock,"rock,psychic",levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png,90,95,85,55,65,70,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
339,barboach,"water,ground","oblivious,anticipation,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png,50,48,43,46,41,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
340,whiscash,"water,ground","oblivious,anticipation,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png,110,78,73,76,71,60,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
341,corphish,water,"hyper-cutter,shell-armor,adaptability",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png,43,80,65,50,35,35,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
342,crawdaunt,"water,dark","hyper-cutter,shell-armor,adaptability",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png,63,120,85,90,55,55,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
343,baltoy,"ground,psychic",levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png,40,40,55,40,70,55,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
344,claydol,"ground,psychic",levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png,60,70,105,70,120,75,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
345,lileep,"rock,grass","suction-cups,storm-drain",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png,66,41,77,61,87,23,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
346,cradily,"rock,grass","suction-cups,storm-drain",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png,86,81,97,81,107,43,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
347,anorith,"rock,bug","battle-armor,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png,45,95,50,40,50,75,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
348,armaldo,"rock,bug","battle-armor,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png,75,125,100,70,80,45,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
349,feebas,water,"swift-swim,oblivious,adaptability",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png,20,15,20,10,55,80,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
350,milotic,water,"marvel-scale,competitive,cute-charm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png,95,60,79,100,125,81,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
351,castform,normal,forecast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png,70,70,70,70,70,70,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
352,kecleon,normal,"color-change,protean",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png,60,90,70,60,120,40,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
353,shuppet,ghost,"insomnia,frisk,cursed-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png,44,75,35,63,33,45,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
354,banette,ghost,"insomnia,frisk,cursed-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png,64,115,65,83,63,65,,TRUE,banette-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10056.png,ghost,prankster,64,165,75,93,83,75,FALSE,,,,,,,,,,
355,duskull,ghost,"levitate,frisk",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png,20,40,90,30,90,25,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
356,dusclops,ghost,"pressure,frisk",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png,40,70,130,60,130,25,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
357,tropius,"grass,flying","chlorophyll,solar-power,harvest",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png,99,68,83,72,87,51,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
358,chimecho,psychic,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png,75,50,80,95,90,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
359,absol,dark,"pressure,super-luck,justified",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png,65,130,60,75,60,75,,TRUE,absol-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10057.png,dark,magic-bounce,65,150,60,115,60,115,FALSE,,,,,,,,,,
360,wynaut,psychic,"shadow-tag,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png,95,23,48,23,48,23,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
361,snorunt,ice,"inner-focus,ice-body,moody",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png,50,50,50,50,50,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
362,glalie,ice,"inner-focus,ice-body,moody",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png,80,80,80,80,80,80,,TRUE,glalie-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10074.png,ice,refrigerate,80,120,80,120,80,100,FALSE,,,,,,,,,,
363,spheal,"ice,water","thick-fat,ice-body,oblivious",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png,70,40,50,55,50,25,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
364,sealeo,"ice,water","thick-fat,ice-body,oblivious",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png,90,60,70,75,70,45,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
365,walrein,"ice,water","thick-fat,ice-body,oblivious",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png,110,80,90,95,90,65,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
366,clamperl,water,"shell-armor,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png,35,64,85,74,55,32,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
367,huntail,water,"swift-swim,water-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png,55,104,105,94,75,52,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
368,gorebyss,water,"swift-swim,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png,55,84,105,114,75,52,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
369,relicanth,"water,rock","swift-swim,rock-head,sturdy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png,100,90,130,45,65,55,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
370,luvdisc,water,"swift-swim,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/370.png,43,30,55,40,65,97,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
371,bagon,dragon,"rock-head,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/371.png,45,75,60,40,30,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
372,shelgon,dragon,"rock-head,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/372.png,65,95,100,60,50,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
373,salamence,"dragon,flying","intimidate,moxie",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/373.png,95,135,80,110,80,100,,TRUE,salamence-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10089.png,"dragon,flying",aerilate,95,145,130,120,90,120,FALSE,,,,,,,,,,
374,beldum,"steel,psychic","clear-body,light-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/374.png,40,55,80,35,60,30,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
375,metang,"steel,psychic","clear-body,light-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/375.png,60,75,100,55,80,50,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
376,metagross,"steel,psychic","clear-body,light-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png,80,135,130,95,90,70,,TRUE,metagross-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10076.png,"steel,psychic",tough-claws,80,145,150,105,110,110,FALSE,,,,,,,,,,
377,regirock,rock,"clear-body,sturdy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png,80,100,200,50,100,50,Sub-Legendary,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
378,regice,ice,"clear-body,ice-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png,80,50,100,100,200,50,Sub-Legendary,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,
